Antenna Offset from Bow,Antenna Offset from Port,Beam,Builder,Call Sign,Cargo Type,Class Society,COG,Beneficial Owner,Deadweight,Destination,Design Draft,Draft Present Load,ETA,Fishing Number,Flag,Gross Tonnage,Heading,IMO Number,Last Port of Call,Latitude,Length,Longitude,MMSI,Name,Navigation Status,Official Number,Operator,Registered Owner,P And I Club,Port Of Registry,Propulsion Type,Sat Com,Sat Com Ansbk Code,Ship Type,Speed,Status,Sub Status,Subtype,Time of Fix (formatted),Time of Fix (s since 1970),Vessel Type,Year Built,Design Speed,Double Hull
16,4,6,null,1234567,0-AllShips,null,279.5,null,null,Yangshan,null,3.9,9270500,null,null,null,279.5,0,PUSAN,21.256675,26,109.456363,412200066,66,15-NotDefined,null,null,null,null,null,null,null,null,null,3.1,null,null,null,"""2021-10-15T06:48:08.000Z""",1634280488,7-Cargo,null,null,null
111,5,21,Kitanihon,3FHE6,0-AllShips,China Classification Society,246.5,China,8023,Tarawa,7.948,7.6,10210400,null,Panama,7800,95,9035084,TARAWA ATOLL,1.392755,138,172.947605,356514000,Haifeng 618,1-AtAnchor,4254911C,China National Fisheries Corp,China National Fisheries Corp,Steamship Mutual,Panama,Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:38:35.000Z""",1668184715,7-Cargo,06/04/1993,18,null
0,0,0,Mukai,,0-AllShips,null,4.6,Japan,576,,3.96,0,0,null,Japan,339,4.6,0,KESENNUMA KO,39.73376,0,142.183595,431601467,Ontakemaru No31,15-NotDefined,131319,Jirokichi Gyogyo KK,  Unknown,Unknown,"Choshi, Chiba",Propeller : Controllable Pitch,null,null,null,2.2,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:40:07.000Z""",1668184807,30-Fishing,03/11/1989,0,SH
108,10,20,null,A8OE4,0-AllShips,null,217,null,null,Tauranga,null,5.5,6140400,null,null,null,232,9047245,TAURANGA,43.468167,134,10.219333,636018499,Lagoon Phoenix,9-ReservedHSC,null,null,null,null,null,null,null,null,null,84.4,null,null,null,"""2022-09-29T09:21:01.000Z""",1664443261,9-Other,null,null,null
0,0,12,Basaran,TCSJ6,0-AllShips,null,0,Turkey,353,,null,0,0,61Y11153,Turkey,389,0,0,EREGLI,41.889455,33,28.024577,271072997,Akerko,15-NotDefined,1465,Akerko Su Urunleri Sanayi,Akerko Su Urunleri Sanayi,Unknown,Trabzon,"Propeller : Yes, Type Unknown",null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T10:51:43.000Z""",1668163903,30-Fishing,null,0,SH
0,0,0,null,YEB5637,0-AllShips,null,128.3,null,null,,null,0,0,null,null,null,287.1,0,BENOA,-8.740877,0,115.207367,525800575,Sumber Nelayan 108,15-NotDefined,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-03-24T06:40:36.000Z""",1648104036,7-Cargo,null,null,null
30,4,8,Kirova - Khabarovsk - USR,UHTH,9-NoInfo,Russian Maritime Register,0,Russia,495,Otaru,4.341,4.4,11110800,null,Russia,676,242,8035087,OTARU,43.194235,55,141.010757,273825810,Luchistyy,5-Moored,null,Preobrazheniye Trawler Fleet,Preobrazheniye Trawler Fleet,Unknown,Nakhodka                              ,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:25:06.000Z""",1668183906,7-Cargo,null,11.25,SH
98,4,13,Volodarskogo SSZ - USR,TJMC41,0-AllShips,Mediterranean ShippingRegister,-1,Marshall Islands,3134,To Order,3.671,3.6,11161600,null,Cameroon,2466,65,8227410,YEYSK,46.752173,114,38.213193,613003585,Sormovskiy-122,1-AtAnchor,null,Sormovo Gemi Kilarama ve Deniz,  Unknown,Unknown,Kribi,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,General Cargo Ship,"""2022-11-11T16:38:30.000Z""",1668184710,7-Cargo,null,10.75,null
87,11,17,Iwagi Zosen Co Ltd,3FSS6,0-AllShips,Nippon Kaiji Kyokai,78.9,South Korea,4641,Dutch Harbor/ak,7.11,4.9,11140700,null,Panama,4261,90,8714944,DUTCH HARBOR,53.8346,116,167.749497,371542000,No.1 Pohah,0-Underway(Engine),4533813A,Oswego Ltd,Boyang Ltd,Japan P&I Club,Panama,Propeller : Fixed Pitch,null,null,null,8.6,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:14:29.000Z""",1668183269,7-Cargo,07/11/1987,13,null
24,5,10,Rigas Buvetava,LLHI,0-AllShips,null,234.5,Norway,700,Tromso,4.34,5,10312200,null,Norway,813,220,9220665,TROMSO,69.657053,58,18.968657,257210000,Rostein,0-Underway(Engine),null,Rostein AS,Rostein AS,Unknown,Aalesund,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:36:02.000Z""",1668184562,7-Cargo,06/03/2001,0,SH
0,0,0,null,,0-AllShips,null,161.8,null,null,,null,0,0,null,null,null,161.8,0,JAKARTA,-5.550687,0,105.288315,525700267,Km Rejeki Melimpah18,15-NotDefined,null,null,null,null,null,null,null,null,null,5.6,null,null,null,"""2022-10-27T18:03:42.000Z""",1666893822,30-Fishing,null,null,null
55,7,16,Ningbo Dongsheng Shiprepair,V3VI7,9-NoInfo,null,351.4,South Africa,4800,Durban,5.6,5,3221004,null,Belize,2992,154.4,9660413,DURBAN,-29.88047,99,31.049857,312219000,Fairy Tale,5-Moored,141520346,AMSOL,  Unknown,Unknown,Belize City,Propeller : Fixed Pitch,431221911,null,null,0,S,In Service/Commission,Oil Products Tanker,"""2022-04-01T14:09:37.000Z""",1648822177,8-Tanker,22/04/2012,12,DH
75,6,14,Shin Kochi,D7NB,0-AllShips,Korean Register,225.7,South Korea,5246,Bangkok,7.3,7.2,11110800,null,"Korea, South",3696,140,9004657,BANGKOK,13.689952,100,100.491663,440222000,Lake Castle,5-Moored,JJR-141016,Ji Sung Shipping Co Ltd,Ji Sung Shipping Co Ltd,North of England,Jeju,Propeller : Fixed Pitch,null,null,Other Cargo Ship,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:30:30.000Z""",1668184230,7-Cargo,05/09/1990,16.3,null
74,8,17,Hellenic Shyds.,UERQ,0-AllShips,Russian Maritime Register,148.2,Russia,3643,Uz.liflyndia,7.201,6,11100800,null,Russia,4295,58,8516639,VLADIVOSTOK,43.0804,103,132.317333,273312860,Garmoniya,5-Moored,null,Transrefflot LLC,Yuzhmorrybflot JSC,Unknown,Nakhodka,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:39:42.000Z""",1668184782,7-Cargo,29/01/1988,16.8,null
6,3,8,Rigas Buvetava,CB7620,0-AllShips,null,285.8,Chile,796,,5.031,5.3,5161830,null,Chile,345,312,9187784,PUERTO MONTT,-41.518862,32,-73.0281,725013100,Rio Dulce,5-Moored,3072,Rio Dulce SA,  Unknown,Unknown,Valparaiso,Propeller : Controllable Pitch,null,null,null,0.1,S,In Service/Commission,Fish Carrier,"""2022-08-17T13:01:10.000Z""",1660741270,36-Sailing,06/04/1999,0,SH
97,8,16,null,5IM 352,0-AllShips,null,0,null,null,Gadani,null,4.5,3111300,null,null,null,88,8223268,ASH SHARIQAH,25.0269,106,66.710755,677025200,Trident Bird,15-NotDefined,null,null,null,null,null,null,null,null,null,0.1,null,null,null,"""2022-03-13T14:09:00.000Z""",1647180540,8-Tanker,null,null,null
0,0,0,null,YBA4149,0-AllShips,null,13,null,null,,null,0,0,null,null,null,13,0,JAKARTA,-5.91776,0,106.816627,525500051,Km Sinar Bone,15-NotDefined,null,null,null,null,null,null,null,null,null,6.6,null,null,null,"""2022-10-17T16:43:44.000Z""",1666025024,37-Pleasure,null,null,null
153,9,25,Danyard A/S,C6JT,0-AllShips,Lloyd's Register,263.8,United States of America,14140,Gbpme,9.2,8.3,11120300,null,Bahamas,14061,262,9059626,VLISSINGEN,51.409897,180,3.370737,308705000,Charles Island,0-Underway(Engine),706688,Ecuadorian Line Inc,Grupo Noboa Inc,Standard Club,Nassau                                ,Propeller : Fixed Pitch,430800315,CHAR,null,17.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:33:37.000Z""",1668184417,7-Cargo,null,21.5,null
81,6,16,AESA - Seville,J7AE2,0-AllShips,Novel Classification Society,281.9,Ukraine,4395,Banana,6.43,6.2,11081200,null,Dominica,3835,78,7812036,BOMA,-5.86643,103,13.045217,325965000,Nevskiy,1-AtAnchor,50965,Poseidon Shipmanagement LLC,  Unknown,Ingosstrakh Insurance,Portsmouth,Propeller : Fixed Pitch,null,null,Other Cargo Ship,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:33:13.000Z""",1668184393,7-Cargo,18/03/1980,15.25,null
3,4,6,Shantou Shipyard,WDK2625,0-AllShips,null,122.1,null,101,,2.3,0,0,null,United States Of America,182,14.3,0,BREMERTON,47.335047,18,-122.587618,368037320,Champion,15-NotDefined,522585,Rptd Sold Undisclosed Interest,  Unknown,Unknown,"Gig Harbor, WA",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:32:44.000Z""",1668184364,30-Fishing,null,0,SH
null,null,null,null,null,null,null,251.4,null,null,null,null,null,null,null,null,null,251,null,ANTWERPEN,50.463068,null,-0.073885,636013072,null,0-Underway(Engine),null,null,null,null,null,null,null,null,null,3.8,null,null,null,"""2022-07-24T13:31:08.000Z""",1658669468,null,null,null,null
80,4,15,Miyoshi Shipbuilding Co Ltd,3ERI4,0-AllShips,Nippon Kaiji Kyokai,18,China,4167,Cn Shd,6.373,6.1,11071100,null,Panama,3519,20,9003158,PORT LOUIS,24.919183,106,122.638333,372942000,Feng Lu,8-Underway(Sailing),50154PEXT2,Tillage Sea Pte Ltd,Runze L,EF Marine,Panama,Propeller : Fixed Pitch,null,null,null,9.3,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-04T17:10:49.000Z""",1667581849,7-Cargo,14/11/1990,14.5,null
115,16,23,Shin Kochi,3ELL9,0-AllShips,Nippon Kaiji Kyokai,333.9,Japan,16201,Kr Kan,8.326,5.1,11101030,null,Panama,9995,341,9815305,YOSU,34.889607,137,127.758535,356567000,Soc Glory,0-Underway(Engine),50066TJ,SOC Marine Co Ltd,SOC Marine Co Ltd,Japan P&I Club,Panama,Propeller : Fixed Pitch,null,null,Other Cargo Ship,5.9,S,In Service/Commission,Bulk Carrier,"""2022-11-11T16:39:14.000Z""",1668184754,7-Cargo,13/09/2017,13.8,DHE
35,14,19,Hitachi Zosen - Innoshima,JJCJ,0-AllShips,Nippon Kaiji Kyokai,324.8,Japan,5555,>jp Knm S,7.229,6.7,11120800,FO1-553,Japan,8145,224,8705292,MOJI KO,34.1996,129,130.625383,431683000,Nisshin Maru,0-Underway(Engine),130177,Kyodo Senpaku Kaisha Ltd,Kyodo Senpaku Kaisha Ltd,Japan P&I Club,Tokyo,Propeller : Controllable Pitch,1201540,JJCJ,null,0.8,S,In Service/Commission,Fish Factory Ship,"""2022-11-11T16:33:31.000Z""",1668184411,30-Fishing,31/08/1987,14.3,SH
110,7,22,Iwagi Zosen Co Ltd,A8JJ5,9-NoInfo,Bureau Veritas,334,Netherlands,10466,Gdansk,8.81,5.9,11040600,null,Liberia,9820,247,9045924,PORT POLNOCHNY,54.40633,141,18.653833,636019354,Pacific Mermaid,5-Moored,19354,Seatrade Reefer Chartering NV,Seatrade Groningen BV,Skuld,Monrovia,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:32:41.000Z""",1668184361,7-Cargo,07/11/1991,19,null
10,2,4,null,YEB4864,0-AllShips,null,81.4,null,null,,null,0,0,null,null,null,81.4,0,BITUNG,1.45599,12,125.21372,525800893,Asmoro Jaya 8,15-NotDefined,null,null,null,null,null,null,null,null,null,0.2,null,null,null,"""2022-04-27T03:54:53.000Z""",1651031693,30-Fishing,null,null,null
19,3,8,Maritime Shipyards Seattle,WDF7801,0-AllShips,null,343.4,United States of America,null,Seattle,2.871,3,8271200,null,United States Of America,164,223,5244259,SEATTLE,47.658963,26,-122.379247,367488280,Muskrat,9-ReservedHSC,250971,Muskrat Ventures LLC,Seafood Harvesting LLC,Unknown,"Juneau, AK",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fishing Vessel,"""2022-11-11T16:38:33.000Z""",1668184713,30-Fishing,null,0,SH
94,10,18,Fukuoka Shipbuilding - Fukuoka,TJMC141,0-AllShips,null,193,Belize,6182,Las Palmas,7.781,5.7,6141400,null,Cameroon,4878,193,8216722,LAS PALMAS,25.437833,115,55.330667,613003734,Frio V,0-Underway(Engine),null,Atlantic Trawlers Ltd,  Unknown,Ingosstrakh Insurance,Kribi,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-07-01T20:40:39.000Z""",1656708039,7-Cargo,04/11/1983,16.25,null
107,11,23,Mathias-Thesen-Werft VEB,3FSJ2,0-AllShips,null,236.7,China,11871,Hk,9,7.2,12111430,null,Panama,12398,237,8422711,CAPE TOWN,22.601642,153,116.397732,371717000,Hai Feng 698,0-Underway(Engine),4700315CH,Zhongyu Global Seafood Corp,China National Fisheries Corp,Unknown,Panama,Propeller : Fixed Pitch,null,null,null,8.9,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:25:10.000Z""",1668183910,7-Cargo,null,17.7,SH
22,6,12,Rigas Buvetava,LAST,0-AllShips,null,192.3,Norway,1400,Fishfarms,null,5.2,5011000,null,Norway,1226,205,9443994,DJUPIVOGUR,64.657993,62,-14.280992,257255000,Froystrand,0-Underway(Engine),null,Froy Rederi AS,Gaso Naeringsutvikling AS,Gard,Trondheim,Propeller : Fixed Pitch,425725512,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:40:33.000Z""",1668184833,7-Cargo,23/12/2008,14,SH
10,5,6,null,YYYY,0-AllShips,null,110.7,null,null,,null,0,0,null,null,null,110,0,LONGKOU GANG,27.61556,20,120.891198,100900016,8888,15-NotDefined,null,null,null,null,null,null,null,null,null,9.2,null,null,null,"""2022-11-10T03:35:22.000Z""",1668051322,30-Fishing,null,null,null
0,0,0,null,YB5361,0-AllShips,null,0,null,null,,null,0,0,null,null,null,0,0,JAKARTA,-6.09806,0,106.803053,525700410,Naili Xxi,15-NotDefined,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-01-08T16:30:55.000Z""",1641659455,30-Fishing,null,null,null
15,10,14,Guangdong Bonny Fair Heavy Ind,CA7887,0-AllShips,American Bureau of Shipping,103.8,Chile,2626,Quellon,null,5.6,11110600,null,Chile,1940,107,9870020,PUERTO QUEMCHI,-45.430098,70,-73.988842,725003304,Seivik,0-Underway(Engine),3470,CPT Empresas Maritimas SA,CPT Empresas Maritimas SA,West of England,Valparaiso,Propeller : Fixed Pitch,null,null,null,11.3,S,In Service/Commission,Fish Carrier,"""2022-11-11T15:32:02.000Z""",1668180722,7-Cargo,12/10/2019,12,null
22,1,7,Kirova Astrakhan,,0-AllShips,Russian Maritime Register,348.7,Russia,77,,2.1,2,0,null,Russia,187,348.7,8724195,KERCH,45.244172,32,36.49327,273434790,Izberbash,7-EngagedInFishing,852553,Temryuk-Ryba Ltd,  Unknown,Unknown,Temryuk,Propeller : Fixed Pitch,null,null,null,9.8,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:35:32.000Z""",1668184532,30-Fishing,null,10.2,SH
118,7,23,Iwagi Zosen Co Ltd,C6DU7,0-AllShips,Registro Italiano Navale,67.6,Sweden,10318,Saint Petersburg,8.668,8.3,11210600,null,Bahamas,10527,69,9191498,PUERTO CRISTOBAL,31.33705,152,-39.409342,311000788,Crown Topaz,0-Underway(Engine),null,Cool Carriers AB,  Unknown,Ingosstrakh Insurance,Nassau,Propeller : Fixed Pitch,null,null,null,16.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:17:18.000Z""",1668183438,7-Cargo,03/10/1998,21,null
200,19,38,null,V4HW4,0-AllShips,null,267.6,null,null,Gadani Pakistan,null,6.3,7201800,null,null,null,347.4,7700726,PORT LOUIS,25.10388,240,66.713947,341443000,Rin,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0.1,null,null,null,"""2021-07-21T05:42:23.000Z""",1626846143,7-Cargo,null,null,null
200,10,32,Sanoyas Shipbuilding Corp,HPNP,0-AllShips,American Bureau of Shipping,297.4,Japan,82072,Br Ssa,14.62,7.4,11132300,null,Panama,43318,299,9686273,PORT HEDLAND,-18.343072,229,-27.830902,374407000,Cepheus Ocean,0-Underway(Engine),50932TJ,Diamond Bulk Carriers Pte Ltd,MC Shipping Ltd-JPN,Japan P&I Club,Panama,Propeller : Fixed Pitch,null,null,null,13.4,S,In Service/Commission,Bulk Carrier,"""2022-11-11T16:26:38.000Z""",1668183998,7-Cargo,24/09/2014,13.6,DBE
45,4,8,Zhejiang Donghong Shipbuilding,BZYU7,0-AllShips,null,222.3,China,null,,null,0,0,GH-0407,"China, People's Republic Of",512,222.3,0,PUERTO DEL CALLAO,43.188927,65,159.043973,412420105,Julongjiaya22,15-NotDefined,2.102E+15,Zhejiang Jurong Ocean Fishery,Zhejiang Jurong Ocean Fishery,Unknown,"Zhoushan, Zhejiang",Propeller : Fixed Pitch,null,null,null,5.6,S,In Service/Commission,Fishing Vessel,"""2022-11-10T16:22:30.000Z""",1668097350,30-Fishing,null,0,SH
25,3,7,Lindstols Skips- & Batbyggeri,LKPP,0-AllShips,Flag authority,77.7,Norway,null,Ch 16,3.315,0,0,null,Norway,196,123,5009673,SANDNESSJOEN,66.580743,33,12.692222,258301000,Oddoey,15-NotDefined,null,Sleneset Aqua Service AS,Sleneset Aqua Service AS,Unknown,Sandnessjoen,Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:34:50.000Z""",1668184490,7-Cargo,null,0,SH
70,7,14,Orela Shipyard,YBFP,0-AllShips,Biro Klasifikasi Indonesia,248.9,Indonesia,2560,Tg Uban,3.5,0,11052100,null,Indonesia,1475,138.9,0,TANJUNGUBAN,1.057938,75,104.212485,525888888,Kurmia 4,8-Underway(Sailing),null,Sumber Rejeki Bahari Permai,  Unknown,Unknown,Surabaya,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Oil Products Tanker,"""2022-11-11T16:31:24.000Z""",1668184284,8-Tanker,06/04/2014,0,DH
62,9,12,null,TJMC243,0-AllShips,null,76.3,null,null,Bangladesh,null,4.4,8291200,null,null,null,48.3,5296795,null,22.449777,83,91.7253,613004314,Pk Marine 3,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-09-04T05:20:14.000Z""",1630732814,7-Cargo,null,null,null
6,4,8,Aas Mekaniske Verksted AS,LHOI,0-AllShips,null,339.6,Norway,330,Fishfarms/48076630,null,0,3211234,null,Norway,452,338,9126027,TRANNESET,60.55311,36,4.93581,257273900,Mowi Star,0-Underway(Engine),null,Saele SM,Seihav AS,Gard,Bergen,Propeller : Controllable Pitch,null,null,null,8,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:40:06.000Z""",1668184806,7-Cargo,14/02/1996,0,SH
